t, peaks/s, omega 
0,7.2,5.654866776461628
0.1,7.2,5.654866776461628
0.2,7.333333333333333,5.759586531581287
0.3,7.333333333333333,5.759586531581287
0.4,7.2,5.654866776461628
0.5,7.2,5.654866776461628
0.6,7.2,5.654866776461628
0.7,7.2,5.654866776461628
0.8,7.066666666666666,5.550147021341967
0.9,7.2,5.654866776461628
1.0,7.2,5.654866776461628
1.1,7.066666666666666,5.550147021341967
1.2,7.066666666666666,5.550147021341967
1.3,7.2,5.654866776461628
1.4,7.2,5.654866776461628
1.5,7.2,5.654866776461628
1.6,7.333333333333333,5.759586531581287
1.7,7.333333333333333,5.759586531581287
1.8,7.333333333333333,5.759586531581287
1.9,7.333333333333333,5.759586531581287
2.0,7.333333333333333,5.759586531581287
2.1,7.333333333333333,5.759586531581287
2.2,7.333333333333333,5.759586531581287
2.3,7.333333333333333,5.759586531581287
2.4,7.333333333333333,5.759586531581287
2.5,7.333333333333333,5.759586531581287
2.6,7.333333333333333,5.759586531581287
2.7,7.333333333333333,5.759586531581287
2.8,7.333333333333333,5.759586531581287
2.9,7.2,5.654866776461628
3.0,7.066666666666666,5.550147021341967
3.1,7.066666666666666,5.550147021341967
3.2,7.066666666666666,5.550147021341967
3.3,6.933333333333334,5.445427266222309
3.4,7.066666666666666,5.550147021341967
3.5,7.2,5.654866776461628
3.6,7.066666666666666,5.550147021341967
3.7,6.933333333333334,5.445427266222309
3.8,7.066666666666666,5.550147021341967
3.9,7.066666666666666,5.550147021341967
4.0,6.933333333333334,5.445427266222309
4.1,7.066666666666666,5.550147021341967
4.2,7.2,5.654866776461628
4.3,7.2,5.654866776461628
4.4,7.2,5.654866776461628
4.5,7.333333333333333,5.759586531581287
4.6,7.333333333333333,5.759586531581287
4.7,7.333333333333333,5.759586531581287
4.8,7.333333333333333,5.759586531581287
4.9,7.333333333333333,5.759586531581287
5.0,7.333333333333333,5.759586531581287
5.1,7.333333333333333,5.759586531581287
5.2,7.333333333333333,5.759586531581287
5.3,7.333333333333333,5.759586531581287
5.4,7.2,5.654866776461628
5.5,7.2,5.654866776461628
5.6,7.2,5.654866776461628
5.7,7.066666666666666,5.550147021341967
5.8,6.933333333333334,5.445427266222309
5.9,7.066666666666666,5.550147021341967
6.0,7.066666666666666,5.550147021341967
6.1,6.933333333333334,5.445427266222309
6.2,6.933333333333334,5.445427266222309
6.3,7.066666666666666,5.550147021341967
6.4,7.066666666666666,5.550147021341967
6.5,6.933333333333334,5.445427266222309
6.6,7.066666666666666,5.550147021341967
6.7,7.2,5.654866776461628
6.8,7.2,5.654866776461628
6.9,7.333333333333333,5.759586531581287
7.0,7.466666666666666,5.864306286700947
7.1,7.466666666666666,5.864306286700947
7.2,7.6000000000000005,5.969026041820607
7.3,7.6000000000000005,5.969026041820607
7.4,7.466666666666666,5.864306286700947
7.5,7.466666666666666,5.864306286700947
7.6,7.6000000000000005,5.969026041820607
7.7,7.466666666666666,5.864306286700947
7.8,7.466666666666666,5.864306286700947
7.9,7.466666666666666,5.864306286700947
8.0,7.466666666666666,5.864306286700947
8.1,7.333333333333333,5.759586531581287
8.2,7.333333333333333,5.759586531581287
8.3,7.2,5.654866776461628
8.4,7.066666666666666,5.550147021341967
8.5,7.066666666666666,5.550147021341967
8.6,7.066666666666666,5.550147021341967
8.7,6.933333333333334,5.445427266222309
8.8,7.066666666666666,5.550147021341967
8.9,7.2,5.654866776461628
9.0,7.2,5.654866776461628
9.1,7.066666666666666,5.550147021341967
9.2,7.2,5.654866776461628
9.3,7.2,5.654866776461628
9.4,7.2,5.654866776461628
9.5,7.2,5.654866776461628
9.6,7.333333333333333,5.759586531581287
9.7,7.333333333333333,5.759586531581287
9.8,7.466666666666666,5.864306286700947
9.9,7.466666666666666,5.864306286700947
10.0,7.466666666666666,5.864306286700947
10.1,7.466666666666666,5.864306286700947
10.2,7.6000000000000005,5.969026041820607
10.3,7.466666666666666,5.864306286700947
10.4,7.466666666666666,5.864306286700947
10.5,7.466666666666666,5.864306286700947
10.6,7.466666666666666,5.864306286700947
10.7,7.333333333333333,5.759586531581287
10.8,7.333333333333333,5.759586531581287
10.9,7.2,5.654866776461628
11.0,7.2,5.654866776461628
11.1,7.2,5.654866776461628
11.2,7.2,5.654866776461628
11.3,7.066666666666666,5.550147021341967
11.4,7.2,5.654866776461628
11.5,7.2,5.654866776461628
11.6,7.2,5.654866776461628
11.7,7.2,5.654866776461628
11.8,7.333333333333333,5.759586531581287
11.9,7.333333333333333,5.759586531581287
12.0,7.333333333333333,5.759586531581287
12.1,7.466666666666666,5.864306286700947
12.2,7.466666666666666,5.864306286700947
12.3,7.466666666666666,5.864306286700947
12.4,7.6000000000000005,5.969026041820607
12.5,7.733333333333333,6.073745796940266
12.6,7.6000000000000005,5.969026041820607
12.7,7.6000000000000005,5.969026041820607
12.8,7.733333333333333,6.073745796940266
12.9,7.6000000000000005,5.969026041820607
13.0,7.466666666666666,5.864306286700947
13.1,7.466666666666666,5.864306286700947
13.2,7.333333333333333,5.759586531581287
13.3,7.2,5.654866776461628
13.4,7.2,5.654866776461628
13.5,7.2,5.654866776461628
13.6,7.066666666666666,5.550147021341967
13.7,7.2,5.654866776461628
13.8,7.2,5.654866776461628
13.9,7.066666666666666,5.550147021341967
14.0,6.933333333333334,5.445427266222309
14.1,7.066666666666666,5.550147021341967
14.2,7.066666666666666,5.550147021341967
14.3,7.066666666666666,5.550147021341967
14.4,7.333333333333333,5.759586531581287
14.5,7.466666666666666,5.864306286700947
14.6,7.466666666666666,5.864306286700947
14.7,7.6000000000000005,5.969026041820607
14.8,7.733333333333333,6.073745796940266
14.9,7.6000000000000005,5.969026041820607
15.0,7.6000000000000005,5.969026041820607
15.1,7.733333333333333,6.073745796940266
15.2,7.733333333333333,6.073745796940266
15.3,7.6000000000000005,5.969026041820607
15.4,7.733333333333333,6.073745796940266
15.5,7.866666666666667,6.178465552059927
15.6,7.733333333333333,6.073745796940266
15.7,7.6000000000000005,5.969026041820607
15.8,7.6000000000000005,5.969026041820607
15.9,7.333333333333333,5.759586531581287
16.0,7.2,5.654866776461628
16.1,7.2,5.654866776461628
16.2,7.2,5.654866776461628
16.3,7.066666666666666,5.550147021341967
16.4,7.2,5.654866776461628
16.5,7.2,5.654866776461628
16.6,7.2,5.654866776461628
16.7,7.2,5.654866776461628
16.8,7.333333333333333,5.759586531581287
16.9,7.333333333333333,5.759586531581287
17.0,7.333333333333333,5.759586531581287
17.1,7.466666666666666,5.864306286700947
17.2,7.466666666666666,5.864306286700947
17.3,7.466666666666666,5.864306286700947
17.4,7.6000000000000005,5.969026041820607
17.5,7.733333333333333,6.073745796940266
17.6,7.733333333333333,6.073745796940266
17.7,7.733333333333333,6.073745796940266
17.8,7.866666666666667,6.178465552059927
17.9,7.866666666666667,6.178465552059927
18.0,7.733333333333333,6.073745796940266
18.1,7.6000000000000005,5.969026041820607
